Having_IP_Address,URL_Length,Shortening_Service,Having_At_Symbol,Double_Slash_Redirecting,Prefix_Suffix,Having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,HTTPS_Token,PctImageTags,PctAudioTags,PctVideoTags,PctTrackTags,PctSourceTags,PctIframeTags,URL_of_Anchor,PctMetaTags,PctScriptTags,PctLinkTags,SFH,Submit_to_Email,Abnormal Url,Port,category
-1,101,1,1,1,1,2,,11322,-1,1,100.0,0.0,0,0,0.0,0.0,400.0,0.0,100.0,100.0,0.0,1,1,0,Fake
1,38,1,1,1,1,2,,0,-1,1,0.0,0.0,0,0,0.0,0.0,0.0,50.0,40.0,50.0,0.0,0,0,0,Fake
-1,113,-1,1,1,1,2,,11322,-1,1,100.0,0.0,0,0,0.0,0.0,400.0,0.0,100.0,100.0,0.0,1,1,0,Fake
-1,101,1,1,1,1,2,,11322,-1,1,100.0,0.0,0,0,0.0,0.0,400.0,0.0,100.0,100.0,0.0,1,1,0,Fake
1,19,1,1,1,1,1,0.0,365,1,1,0.0,0.0,0,0,0.0,0.0,10.145,5.0,0.0,16.667,0.0,1,1,0,Fake
1,55,-1,1,1,1,1,,4018,-1,1,0.0,0.0,0,0,0.0,0.0,57.143,0.0,0.0,14.286,0.0,1,1,0,Fake
1,47,0,1,1,1,1,1.0,6209,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Fake
-1,273,-1,1,1,1,3,1.0,8400,1,1,0.0,0.0,0,0,0.0,0.0,66.667,0.0,100.0,100.0,0.0,1,1,0,Fake
-1,27,1,1,1,1,2,,0,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Fake
1,29,1,1,1,1,2,1.0,4017,1,1,100.0,0.0,0,0,0.0,100.0,100.0,0.0,66.667,0.0,0.0,1,1,0,Fake
-1,47,1,1,1,1,2,-1.0,731,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,1,0,Fake
1,31,1,1,1,1,2,,0,-1,1,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,0,0,Fake
-1,102,1,1,1,1,3,1.0,364,1,1,90.0,0.0,0,0,0.0,100.0,63.333,0.0,100.0,100.0,0.0,1,1,0,Fake
-1,296,-1,1,1,1,3,1.0,8400,-1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Fake
-1,55,1,1,-1,1,2,1.0,5113,-1,1,0.0,0.0,0,0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1,1,0,Fake
1,59,1,1,1,1,3,-1.0,1826,1,1,0.0,0.0,0,0,0.0,0.0,0.0,25.0,100.0,96.296,0.0,0,1,0,Fake
-1,27,1,1,1,1,2,,0,1,1,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,1,0,Fake
-1,36,1,-1,1,-1,3,,0,1,1,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,1,0,Fake
1,32,1,1,1,1,2,,0,1,1,0.0,0.0,0,0,0.0,0.0,46.154,0.0,50.0,33.333,0.0,1,0,0,Fake
-1,53,-1,1,1,1,2,-1.0,4383,-1,1,100.0,0.0,0,0,0.0,0.0,266.667,100.0,100.0,100.0,0.0,1,1,0,Fake
1,19,1,1,1,1,1,,0,-1,1,100.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,0,0,Fake
1,20,1,1,1,1,1,0.0,4018,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0,1,0,Fake
-1,126,1,1,1,1,3,0.0,2192,-1,1,100.0,100.0,0,0,0.0,0.0,53.846,100.0,100.0,100.0,0.0,1,1,0,Fake
-1,24,-1,1,1,1,1,0.0,4018,-1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,1,0,Fake
1,46,1,1,1,1,2,0.0,730,-1,1,100.0,0.0,0,0,0.0,0.0,2.336,0.0,100.0,100.0,0.0,1,1,0,Fake
-1,39,1,1,1,1,1,1.0,0,1,1,0.0,0.0,0,0,0.0,0.0,100.0,100.0,100.0,83.333,0.0,1,0,0,Fake
-1,20,1,1,1,1,1,0.0,4018,-1,1,0.0,0.0,0,0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0,1,0,Fake
-1,19,1,1,1,1,1,0.0,4018,-1,1,0.0,0.0,0,0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0,1,0,Fake
1,19,1,1,1,1,1,0.0,4018,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0,1,0,Fake
1,20,1,1,1,1,1,0.0,4018,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0,1,0,Fake
1,44,1,1,1,1,1,,1461,-1,1,90.57,0.0,0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0,Fake
